logFC	AveExpr	t	P.Value	adj.P.Val	B
LCK	-2.0369201374266	7.5398328367729	-13.1521394631098	3.27193760278029e-24	2.91506026755956e-22	44.5317259631831
CACNA2D3	-1.84211124765695	4.49256157190196	-13.1518399095762	3.27694253640692e-24	2.91506026755956e-22	44.5302099922399
SPTAN1	-0.582191301080954	5.18509463411557	-13.1486659480446	3.33044733657014e-24	2.9498863068612e-22	44.514146794365
HTATIP2	0.757479574116085	6.73182365672877	13.1429549778258	3.42893731908882e-24	3.02408725192945e-22	44.4852416044146
AGFG1	1.4770626965219	7.03192484698133	13.1415493316928	3.4536237350076e-24	3.03284248421672e-22	44.4781266780173
GAS7	1.47101732773284	7.91074894394247	13.1356690821841	3.55884331189038e-24	3.11194345600151e-22	44.4483607594123
KRI1	-0.730780528539789	5.51136389755116	-13.1340623990622	3.58814840716758e-24	3.12427379741045e-22	44.4402271432092
TMEM204	-0.855832353284099	5.23088436306239	-13.1330779994863	3.60622287905009e-24	3.12676261356963e-22	44.4352436346754
CHTF8	-0.700856996784565	7.11028947059746	-13.1276026271081	3.70843612142183e-24	3.20187621256711e-22	44.4075229966507
GALNT14	2.07213346637672	7.14309786457443	13.1096603532878	4.0642000839623e-24	3.49436182114398e-22	44.3166655984846
SLAMF6	-1.18453533009643	6.4299730147577	-13.1083468122502	4.09155285192015e-24	3.5032216480878e-22	44.3100128210961
LY9	-1.39731745953473	6.19561313138725	-13.1072488462538	4.11455825201558e-24	3.50830114193644e-22	44.3044517582175
ARHGEF9	-0.744318187179018	3.74227150172044	-13.0900270434107	4.49286871399032e-24	3.81503963652013e-22	44.2172108628298
MDS2	-0.640692579273179	4.01817722793764	-13.0766942317047	4.80956722255395e-24	4.06715213400252e-22	44.149651739747
UBASH3A	-1.8946608226502	5.22998869060795	-13.0396339170508	5.81260583206331e-24	4.89521464110938e-22	43.9617765372627
CHD6	-0.520696326933671	3.60664128294704	-13.0282924748995	6.15966300296148e-24	5.14942251935753e-22	43.9042566590842
EPHX2	-1.12942563280408	4.1144370684981	-13.0281366891971	6.16457219213564e-24	5.14942251935753e-22	43.903466486302
OSTF1	0.910380343843794	8.98708005261151	13.0223462306449	6.34985592711465e-24	5.2792802157432e-22	43.8740946863599
WDFY3	1.23339466528128	7.00773332381461	13.0216835963947	6.37141220256126e-24	5.2792802157432e-22	43.87073331437
LIN7A	1.77435335971693	6.20242720358274	13.0134742810721	6.64464091723314e-24	5.4835633015351e-22	43.8290862789898
CD55	1.48847741589671	10.6459663761634	13.0117427184766	6.7037571164948e-24	5.51022019947407e-22	43.8203010330294
LINC01550	-0.724452979758414	4.10645072092663	-13.0098184499085	6.77007172443545e-24	5.54255792292526e-22	43.8105377565601
RALGAPA2	0.683244785434624	5.13662291389779	13.0011106263197	7.07848931250873e-24	5.77205860645801e-22	43.766352162432
CKAP4	1.40526694640407	7.23685412760999	13.0002518393461	7.10965981085215e-24	5.77456124320952e-22	43.7619940990909
ABHD14B	-1.45992024222642	6.14338878110278	-12.9930830276005	7.37529121292513e-24	5.96672673757474e-22	43.7256121231934
SRGN	0.883540926764443	11.0265503852067	12.9855874422989	7.66368804196818e-24	6.17573041468252e-22	43.6875668031519
IKZF2	-0.725558554227746	3.87033826866585	-12.9657442252151	8.48299379561728e-24	6.80925935570858e-22	43.5868242475864
MYO9A	-0.722726670304449	4.50428920820402	-12.9642103111825	8.54987304872637e-24	6.83623896024429e-22	43.5790352073332
NUP210	-0.637078703354314	5.76289834204578	-12.9583131780865	8.81195456000761e-24	7.01848272300761e-22	43.5490882768819
ZXDB	-0.721344452392177	2.76481861500438	-12.952040843805	9.0995641079389e-24	7.21287851481723e-22	43.5172325787349
EEF2K	-1.08277532364578	5.0020133338918	-12.9514694724194	9.1262271344225e-24	7.21287851481723e-22	43.5143305442635
THEM4	-1.29984219292726	4.61537885396354	-12.9506496962662	9.16461894243683e-24	7.21546952674844e-22	43.5101667940074
TRAV38-1	-1.52553187998319	4.17530455292375	-12.9431093659983	9.52543734652072e-24	7.47092412342192e-22	43.4718656578082
RCAN3	-1.40651712040529	4.93015910596925	-12.9279971990987	1.02920674948188e-23	8.04150931372743e-22	43.3950881013807
NQO2	1.22136996331169	7.74621141467382	12.9218189624692	1.06230426333245e-23	8.26867057091607e-22	43.3636936463309
TRAC	-2.07835597381612	8.49648424191282	-12.9070562012415	1.14578026364885e-23	8.88476929725293e-22	43.2886635852299
NSUN7	1.30021815778355	4.2403949647343	12.9007515941364	1.18340631280657e-23	9.11955215286549e-22	43.256615261938
TMC8	-0.930638029039458	6.23161449088957	-12.9004999195444	1.18493378014263e-23	9.11955215286549e-22	43.2553358471112
GRAMD2B	-0.727115013634658	2.99996881752006	-12.872124551731	1.37047113844471e-23	1.05081385910076e-21	43.111050869242
STAT4	-1.52931891174735	6.83714439769633	-12.8462910321428	1.56463501087728e-23	1.19522991964748e-21	42.9796295017498
DRAM1	1.37860106753286	7.49663443354469	12.8386016525998	1.62759259343702e-23	1.2387185260199e-21	42.9405005324385
PCSK7	-0.910555525812923	6.01255729679269	-12.8174787068378	1.81393225339115e-23	1.37283403743148e-21	42.8329857317299
SETD6	-0.997201990189084	4.44177230376329	-12.817130939386	1.8171728949407e-23	1.37283403743148e-21	42.8312152886421
KDM2B	-1.42956668520017	6.28440035096418	-12.8080773717076	1.90361272252846e-23	1.43286951777426e-21	42.7851209696629
RAB11FIP3	-0.653720550340124	4.33914457260511	-12.8016760604093	1.9672082956549e-23	1.47533442581797e-21	42.7525257873378
ACSL4	1.40049159910189	6.04585470149775	12.7786267687476	2.21437659983148e-23	1.65466271817953e-21	42.6351306963481
SH3GLB1	1.16261081347149	9.36057461931095	12.7772307171041	2.23031079608799e-23	1.66053103437725e-21	42.628018837536
UTP25	-0.877908602207815	4.67333594810152	-12.7708106631735	2.30508154339198e-23	1.71000435505999e-21	42.5953112294063
IL10RB	0.954258801256669	9.09774872335955	12.7647823719222	2.37757761751087e-23	1.75744037633924e-21	42.5645962933362
MARCKSL1	-1.80245786806663	7.20117203783148	-12.7610845967941	2.42317439426672e-23	1.78472439526118e-21	42.5457541106803
SIGIRR	-1.05779230055682	6.39256771997286	-12.7603558343629	2.43226362731978e-23	1.78502090277836e-21	42.5420405309799
TAF3	-0.824066488730841	4.01178450003362	-12.7562752777149	2.48379254058179e-23	1.81635063759484e-21	42.521246263797
ZNF548	-0.677374739250102	4.06450701738317	-12.7480365577929	2.59119260357425e-23	1.88817080889529e-21	42.4792579384147
GAPDH	0.823599289409881	12.1738682591743	12.7385952794754	2.72001066458986e-23	1.97503530553558e-21	42.431133741077
PGD	0.592226543902833	6.77263824658086	12.7369839206085	2.74262949433358e-23	1.97990378051216e-21	42.4229195493659
DET1	-0.807838192004289	5.11817941993885	-12.7367459702583	2.74598558297711e-23	1.97990378051216e-21	42.4217065360394
SIRPG	-0.790098345542411	4.29381492563266	-12.7333666834836	2.79409470863593e-23	2.00754727859299e-21	42.4044792328075
TRIM68	-0.930162835128182	5.40387713164536	-12.7114376336012	3.12751129385657e-23	2.23927629189752e-21	42.2926634839489
AUTS2	-0.815259954690014	4.02110585856712	-12.7003985122581	3.3101749941182e-23	2.36183284562968e-21	42.2363599475273
OSCAR	1.34702906493574	7.12083732727213	12.6985678630782	3.34148491957677e-23	2.37592296236619e-21	42.2270219833964
MMP8	5.88516853502897	7.95873559897844	12.6897878343278	3.49583091152566e-23	2.47709756554968e-21	42.1822320119914
KIAA1147	-1.07999380557672	5.86954002842885	-12.6851509585263	3.58020907121096e-23	2.528168941729e-21	42.1585751030219
ZNF438	1.41150591305192	6.51629360619232	12.6780828445512	3.71277660285155e-23	2.61280295931495e-21	42.122510795408
DGKA	-0.955694120941391	6.99521651952989	-12.6771983091046	3.72970970814084e-23	2.61576125571966e-21	42.1179972535967
LRG1	1.57053102664922	9.045258647473	12.6757658791257	3.75729590354588e-23	2.62614535788994e-21	42.1106878182193
HIST2H2AA3	1.13862809420018	7.14369493354501	12.6689853352806	3.89068124866311e-23	2.71015623656876e-21	42.0760855952112
NFATC3	-0.772652855977547	5.64076360502611	-12.6544948355551	4.19187539760415e-23	2.91009620085702e-21	42.0021254280385
ZNF875	-0.50114336296995	3.79661377208519	-12.643292106012	4.44067399034851e-23	3.07243804133574e-21	41.9449342915234
CDC42EP3	1.08085441027197	8.97220718476746	12.6373853122328	4.57776679788567e-23	3.15666207817962e-21	41.9147753107191
MAPRE2	-0.564834574543287	5.46322496944495	-12.6364524692323	4.59980235423957e-23	3.16124878184846e-21	41.9100121269088
PHC1	-0.836896954417176	5.35878264760667	-12.6183676593979	5.04866476654815e-23	3.45816707625993e-21	41.8176552781431
SIGLEC17P	-1.20865951669678	5.06121224475291	-12.6067468831709	5.36002185274899e-23	3.6592388389415e-21	41.7582953114824
IL11RA	-0.733940223041268	4.78618383584306	-12.6036928246931	5.44499893973252e-23	3.70494315273389e-21	41.7426930791097
SAT1	0.695448093541827	9.19260733170871	12.6001947808285	5.54399129731396e-23	3.75985073163381e-21	41.7248217307459
CYB561A3	-0.913445218819252	7.05058022111609	-12.5972100208878	5.62988421148619e-23	3.80554245598124e-21	41.7095719397798
BST1	1.66239789390838	8.25936643420846	12.5933916769145	5.74171427662204e-23	3.86840939902644e-21	41.6900621302909
MGST1	1.25016338935515	6.09507785293544	12.5926003925371	5.76516635973829e-23	3.8715164551066e-21	41.6860189186145
PHF1	-0.881234585053273	6.96635593981675	-12.5865238810413	5.94849352930217e-23	3.98161542454822e-21	41.6549681835547
TDP1	-0.54246506530039	4.30233475597632	-12.5836556319228	6.03704843593939e-23	4.02776975032852e-21	41.6403105036679
NELFCD	-0.865375154441949	6.80064843475089	-12.5759115380511	6.2828024997096e-23	4.17816532577775e-21	41.6007323569868
HLA-DPA1	-2.0938015704467	8.04841596390732	-12.5729862339739	6.37822491868006e-23	4.22794012432118e-21	41.585780591188
ASPH	1.77831688595888	5.28664309872296	12.5716154048874	6.42343978791001e-23	4.24422071388305e-21	41.578773794622
POM121C	-0.734855596177487	6.13126138037787	-12.5567799147421	6.93382296286996e-23	4.56676692512868e-21	41.502934629146
IL18R1	2.9453139903288	7.80318734875109	12.55412706464	7.0292861534203e-23	4.61484987752824e-21	41.4893713696886
CD6	-0.717375532604988	4.87585991918004	-12.5482462048912	7.24563676220651e-23	4.74173852950897e-21	41.4593022131376
SH2D1B	-1.6411894858566	3.98883157677024	-12.5377743190887	7.64755651021834e-23	4.98887741995164e-21	41.4057520368586
PHTF1	1.13495103809834	5.30105680896146	12.5355630985283	7.73524400538822e-23	5.03011167932666e-21	41.3944433782317
FCRL3	-1.46038412327395	5.17165973826465	-12.529896221784	7.96459975824923e-23	5.16291988745311e-21	41.3654599690424
LEF1	-1.66520691907452	5.45353809489862	-12.5283570868806	8.02806279855766e-23	5.18769378765916e-21	41.3575875761779
NFATC1	-0.498119548330201	5.30460696216164	-12.5229627220334	8.25451919178572e-23	5.3173076762384e-21	41.3299949011703
STOM	1.31534863569978	6.57183249198238	12.5190796647733	8.4214865084259e-23	5.40791019567637e-21	41.3101312728555
PRPF8	-0.875452542118195	7.12267677346336	-12.5158069400151	8.564838172808e-23	5.47416440151828e-21	41.293388847421
L3MBTL2	-0.513363734885031	6.0569280082036	-12.5154245820437	8.58174507324217e-23	5.47416440151828e-21	41.2914327461143
ZNF275	-1.08059534479248	5.67531938333886	-12.5149093610792	8.60457979313059e-23	5.47416440151828e-21	41.2887969140276
TNFRSF25	-0.823502468389988	5.28141314482551	-12.5084272183718	8.89713070074674e-23	5.64281292498904e-21	41.2556329583981
SSBP2	-0.610860495099681	3.95620267173327	-12.5074323478651	8.9429057862599e-23	5.65439295390322e-21	41.2505427049481
DCAF1	-0.504165921964708	4.7169024026929	-12.5055471112018	9.03029651518872e-23	5.69213383713537e-21	41.2408966797653
RASA3	-0.796074476950126	5.32450989318728	-12.5008887388655	9.24992775195339e-23	5.81274511849817e-21	41.2170603903548
SMAD3	-0.685423702588405	5.1437409884607	-12.4995223563721	9.31535995721844e-23	5.82466809938504e-21	41.2100684627815
IMP3	-1.17406648273786	7.20485277242215	-12.4993095669839	9.32559153582985e-23	5.82466809938504e-21	41.2089795831252
ALOX5	0.998846346499535	8.11983365760949	12.4815549660276	1.02202259773489e-22	6.36410374571339e-21	41.1181137009741
RNF220	-0.617991936487901	7.05618770074831	-12.4655413168515	1.11007614833897e-22	6.88536804647048e-21	41.0361365913393
GPRASP1	-1.90804486088117	4.78772582602405	-12.4651301080567	1.11243476151063e-22	6.88536804647048e-21	41.0340312664334
GTF3C2	-0.550345688058529	6.57373594183535	-12.4604614697248	1.13956824200885e-22	7.03212846998191e-21	41.0101276416596
BCL2	-0.695109381081721	4.67707583130653	-12.4595694522785	1.14482756171631e-22	7.04343160649951e-21	41.0055602815449
PIK3CB	0.95889355648192	7.07253446661731	12.4541511183195	1.17730113918013e-22	7.22160033104851e-21	40.977815679331
TXLNG	-0.761511657770839	4.63127192249932	-12.4482353683843	1.2138118061734e-22	7.42339845388604e-21	40.9475214509069
ZHX2	-0.985296459606315	5.62296639279362	-12.4376856350991	1.28176383637589e-22	7.81571663907661e-21	40.8934901157124
SCML1	-0.790122051003377	3.71956076276285	-12.4328045324041	1.31448199101342e-22	7.99150604536532e-21	40.8684882297577
LOC101928429	1.606343440399	7.18789372364212	12.4321174304812	1.3191544202871e-22	7.99625492108546e-21	40.8649686224096
S100P	2.55181799964348	10.7633038572026	12.4250639125467	1.368093629892e-22	8.2685164707796e-21	40.8288356134915
LAT	-1.30075340202567	6.50371450454979	-12.4224450660837	1.38672390141221e-22	8.3565364956362e-21	40.8154190908416
CD59	1.5325836644842	6.96287619029138	12.4147955321395	1.44261199408269e-22	8.66790463929975e-21	40.7762270063295
HNRNPUL2	-0.627982721562857	6.00793781731506	-12.4141562574718	1.44738363204824e-22	8.67122048249539e-21	40.7729515044458
HLA-DQA1	-1.89117169475326	6.05463988071974	-12.4035922914083	1.52856649567693e-22	9.13096305804221e-21	40.7188195470492
FAM43A	-0.61115344153115	5.72041718704266	-12.3903487511045	1.63682409180752e-22	9.74930384421821e-21	40.6509448492527
MEN1	-1.04208213284656	5.97430411110974	-12.3841177059461	1.69038683282425e-22	1.00392367132097e-20	40.6190053917444
TMC6	-0.87015906082978	6.62725764398191	-12.3701801225174	1.81664612758099e-22	1.07580003676259e-20	40.5475526457525
LTB4R	1.26608092646849	7.5544536281838	12.3635069766595	1.88040381409409e-22	1.11035683838562e-20	40.5133367373158
ZFYVE16	0.781534865859551	5.34903614934443	12.3528684483086	1.98672141578298e-22	1.16977473847921e-20	40.4587817759732
QPCT	1.32137639373276	10.4158015879362	12.3511691507287	2.00425334419791e-22	1.17672577056922e-20	40.4500668959352
ZAP70	-1.55932477364564	6.4832311038588	-12.3435210109353	2.08510104752371e-22	1.22070488391923e-20	40.4108405840063
NPIPA1	-0.913643316538033	7.72310980604711	-12.3240980682163	2.30542725667373e-22	1.34585865617581e-20	40.3112031899473
WSB1	1.43888380196658	7.76314759505213	12.3105368294125	2.47296242004173e-22	1.43787926200869e-20	40.2416190034375
LAMTOR5	1.36828372174686	9.36652608070782	12.3102174956807	2.47705123729172e-22	1.43787926200869e-20	40.2399803032144
RRN3P1	-0.548074397004121	4.67571312948013	-12.3057355300695	2.53515978640858e-22	1.46746474509606e-20	40.216979751264
SIRPD	0.851745865995579	6.14272630545361	12.296075265432	2.66509566251922e-22	1.53834412272774e-20	40.1674001616966
TNIK	-0.944927467893753	4.72513545870357	-12.2857424928956	2.81147858738606e-22	1.61829337513155e-20	40.1143614438553
SMPD4	-1.0360228851732	5.23429080056346	-12.2758711625894	2.95884973509791e-22	1.69836321805941e-20	40.0636840239752
MCTP1	1.23823002264991	6.84857089584489	12.2723356014734	3.01349636439846e-22	1.72491188835721e-20	40.0455314332353
ITK	-2.28063246091024	7.90883192948068	-12.2715503113274	3.02577073734314e-22	1.72712674671289e-20	40.0414994032636
NUP205	-0.776536877596103	4.7169057399438	-12.2674258872317	3.09106489206238e-22	1.75950948662022e-20	40.0203220316765
MAGEE1	-0.663804078159373	4.36767414583747	-12.2559605373382	3.28009321897347e-22	1.86195125847199e-20	39.9614452557938
PFKFB3	2.1992980192211	8.78183441043444	12.2503249029229	3.3772139152531e-22	1.91180079186049e-20	39.9325016929895
PKD1P5	-0.938558962519897	8.51273208616679	-12.2419361827956	3.52714614042139e-22	1.99119027581096e-20	39.8894145428192
CYSTM1	2.40993016258236	10.189450306248	12.2385180602851	3.59013600392222e-22	2.02119739026295e-20	39.8718565157729
PTCD3	-1.07097724558344	4.99416053649529	-12.2284050176325	3.78318481440274e-22	2.12406187844705e-20	39.8199034601786
TAF4	-0.644717654695239	5.00848459450229	-12.2176379870152	4.00017256685255e-22	2.23391104375646e-20	39.7645826506844
FBXL16	-0.706227976960127	4.76244407065481	-12.2176183071444	4.00058038883827e-22	2.23391104375646e-20	39.7644815282671
NR3C2	-1.21660380307123	3.64182323232415	-12.2145713968639	4.06422643442763e-22	2.2633005149337e-20	39.7488250484345
CYB561	-0.6819831775943	4.98086588355469	-12.2077325034764	4.21080371501173e-22	2.33858933891287e-20	39.7136811372203
RABEP2	-0.546373522523772	5.60057243433113	-12.1876993899491	4.67139615281057e-22	2.58739944862815e-20	39.6107152421145
ECRP	1.92149787488456	5.21120809272161	12.1793870011017	4.87703887664077e-22	2.69403956656159e-20	39.5679830173685
EIF4G3	0.691726282520141	4.87353333947129	12.1772839805346	4.93048944577109e-22	2.70862616057947e-20	39.5571710638733
NCALD	-0.621993826427617	3.62293431355611	-12.1772068861789	4.93246000469254e-22	2.70862616057947e-20	39.5567747039724
CD81	-1.31682699759174	7.71369625044985	-12.1767954818358	4.94298900295537e-22	2.70862616057947e-20	39.5546595720928
BICD1	-0.531894362908218	3.52507874568089	-12.1694775666264	5.13408619503373e-22	2.8058600324933e-20	39.5170343658609
IL10RB-DT	1.9780452924389	5.96069231575119	12.1644053278581	5.27087049872456e-22	2.8701357523983e-20	39.4909531455199
LRATD2	-0.745053155680226	4.6744450548663	-12.16408499298	5.27963070906885e-22	2.8701357523983e-20	39.4893059377105
TSEN54	-0.724231394472739	6.08984489825731	-12.1610450921285	5.36349301784431e-22	2.90803213782804e-20	39.4736739750364
PJA1	-0.984289661294222	6.63233666464248	-12.1461163065765	5.79513008399029e-22	3.13379284462938e-20	39.3968969094503
SLC38A1	-0.930079081060809	5.71443010475732	-12.1340573220232	6.16909750911603e-22	3.32726469067783e-20	39.3348675999774
SEMA4A	1.06125000832266	7.36296883200149	12.1185866029255	6.68452006137774e-22	3.5958168256872e-20	39.2552742112099
CLSTN1	-0.939121134225638	5.93993544864416	-12.1144211510569	6.83052938920558e-22	3.66476627725288e-20	39.2338410799209
CAMK4	-1.38032165018755	4.64232416847137	-12.1007744250732	7.33165525105554e-22	3.92339020192553e-20	39.1636141886799
